q1answer,q2answer,q3answer,q4answer,q5answer,q6answer,group_id,q1confidence,q2confidence,q3confidence,q4confidence,q5confidence,q6confidence,participant_id,q1wordsTotal,q2wordsTotal,q3wordsTotal,q4wordsTotal,q5wordsTotal,q6wordsTotal,q1interventionsTotal,q2interventionsTotal,q3interventionsTotal,q4interventionsTotal,q5interventionsTotal,q6interventionsTotal,q1wordLengthMean,q2wordLengthMean,q3wordLengthMean,q4wordLengthMean,q5wordLengthMean,q6wordLengthMean
9,10,5,0,5,0,504,5,5,5,5,5,5,3582,,55,86,124,38,,,8,9,13,6,,,4.12962963,3.976744186,4.403225806,4.447368421,
6,8,8,0,8,5,505,4,5,4,5,4,3,3622,,164,,29,58,96,,12,,4,5,12,,4.18902439,,4.344827586,4.25862069,4.5
0,9,10,0,7,1,505,5,5,5,5,5,4,3617,,19,,1,4,15,,7,,1,2,5,,4.473684211,,1,3.25,3.333333333
0,0,9,0,7,5,505,5,5,4,4,4,3,3609,,68,,20,7,45,,8,,3,3,8,,3.897058824,,4.8,3.285714286,4.755555556
1,8,0,3,0,0,506,4,4,5,4,4,5,3600,46,,30,9,,14,6,,8,4,,5,3.826086957,,4.266666667,4,,4.357142857
0,6,4,6,5,8,506,4,3,2,4,2,3,3624,21,,29,7,,24,5,,5,2,,3,4.666666667,,4.517241379,5.857142857,,4.333333333
8,10,10,0,8,0,506,3,5,4,5,3,5,3589,43,,32,15,,10,8,,6,6,,6,4.348837209,,3.8125,3.866666667,,3.3
10,10,10,0,10,7,507,5,5,5,5,5,4,3584,40,49,,31,,65,6,7,,6,,11,4.35,4.93877551,,3.709677419,,4.646153846
10,8,10,1,10,5,507,5,4,5,2,5,1,3623,29,64,,35,,53,5,6,,4,,8,4.407407407,3.984126984,,4.342857143,,4.20754717
10,0,10,3,0,0,507,4,4,4,4,5,4,3628,34,67,,41,,60,9,10,,7,,12,3.96969697,3.567164179,,3.951219512,,4.533333333
7,10,10,0,10,5,520,4,5,5,5,5,5,3748,90,84,86,,,60,14,8,13,,,9,4.561797753,4.904761905,4.453488372,,,4.396551724
8,10,8,0,5,0,520,4,4,4,1,3,3,3733,123,38,112,,,78,14,8,11,,,14,4.133333333,4.5,4.428571429,,,4.230769231
3,3,5,0,7,1,520,4,4,3,5,4,4,3766,61,97,65,,,38,12,9,8,,,9,4.224137931,4.577319588,4.265625,,,4.135135135
7,7,9,1,10,2,521,3,3,4,4,5,4,3747,108,,96,49,,75,8,,14,8,,13,4.327102804,,4.857142857,4.020833333,,4.64
2,2,9,2,1,1,521,4,4,4,4,3,4,3718,57,,56,23,,15,10,,12,10,,7,4.280701754,,4.375,3.476190476,,4.466666667
4,9,10,3,3,1,521,2,4,5,3,2,4,3726,145,,144,4,,97,19,,17,1,,13,4.486111111,,4.748251748,4.75,,4.1875
8,2,8,10,9,3,522,4,5,4,5,4,4,3763,100,,97,149,42,,8,,9,12,8,,4.242424242,,4.824742268,4.256756757,4,
6,1,3,3,6,3,522,3,4,3,4,3,4,3780,37,,98,77,61,,9,,11,4,9,,4.567567568,,4.581632653,4.285714286,4.786885246,
7,5,10,0,8,0,522,4,5,5,5,4,4,3750,39,,78,65,26,,6,,11,6,6,,4.717948718,,4.298701299,4.171875,3.75,
3,8,0,0,4,0,523,3,5,4,5,3,5,3782,54,35,121,70,,,8,9,10,11,,,3.875,4.1,3.912280702,4.25,,
7,5,10,8,7,2,523,2,3,5,3,3,4,3745,28,49,72,74,,,3,6,8,10,,,4.888888889,4.166666667,4.507042254,5.027777778,,
10,4,7,0,10,10,523,5,4,4,5,5,5,3739,6,13,55,24,,,2,4,7,4,,,2.833333333,4.384615385,3.5,4.695652174,,
3,0,4,1,5,10,524,3,5,4,4,3,5,3734,34,47,67,,,27,5,6,9,,,6,4.205882353,4.191489362,3.805970149,,,4.4
8,5,7,8,0,0,524,4,3,4,4,4,5,3727,52,82,38,,,59,7,12,7,,,11,3.942307692,4.594936709,3.842105263,,,4.214285714
7,7,10,0,8,8,524,3,5,5,5,5,5,3771,6,7,81,,,90,4,3,14,,,16,5.333333333,4.142857143,4.049382716,,,4.595505618
10,5,10,5,7,1,525,5,3,5,3,3,4,3760,23,31,,45,,42,2,4,,6,,6,4.043478261,4.193548387,,4.111111111,,3.976190476
0,7,7,0,7,1,525,5,4,3,4,4,3,3721,44,50,,76,,38,8,8,,6,,4,4.454545455,4.32,,4.368421053,,3.736842105
8,5,8,0,7,1,525,4,3,4,5,3,4,3713,108,40,,76,,119,7,6,,11,,9,4.240740741,4.794871795,,4.16,,4.176470588
10,10,10,0,10,0,526,5,5,5,5,5,5,3759,58,56,,38,68,,10,14,,13,15,,4.714285714,4.363636364,,3.675675676,4.140625,
7,6,5,3,6,1,526,4,4,4,3,4,4,3732,65,67,,53,99,,7,12,,8,12,,4.671875,4.075757576,,3.698113208,3.858585859,
2,5,8,0,5,0,526,4,3,4,5,3,5,3738,93,170,,67,145,,21,28,,11,29,,4.641304348,4.307692308,,4.119402985,4.013793103,
10,8,8,2,7,5,527,4,4,3,4,3,4,3751,,,45,34,57,32,,,6,3,6,5,,,4.177777778,4.424242424,4.125,4.78125
10,1,10,0,10,5,527,5,5,5,5,5,3,3768,,,30,58,28,28,,,4,5,4,5,,,4.222222222,4.283018868,4.666666667,4.24
10,5,10,7,10,5,527,5,3,5,4,5,3,3770,,,33,38,26,19,,,5,6,5,5,,,4,4.105263158,4.115384615,4.315789474
5,0,9,0,10,0,528,2,5,4,5,5,5,3749,70,,16,36,,11,9,,4,10,,2,4.650793651,,4.571428571,4.516129032,,4.444444444
5,8,10,0,1,0,528,3,4,3,5,4,4,3781,120,,28,62,,14,11,,5,8,,3,4.153153153,,4.32,4.107142857,,4.083333333
8,5,8,0,8,0,528,4,4,4,4,4,5,3710,69,,3,21,,8,6,,2,3,,2,4.405797101,,4.333333333,3.714285714,,3.75
10,8,10,5,10,5,529,5,4,5,4,5,4,3736,66,53,57,,51,,8,8,7,,7,,4.212121212,4.075471698,4.01754386,,4.764705882,
0,1,0,0,0,0,529,5,4,5,4,4,5,3714,67,86,42,,73,,8,12,8,,10,,4.28358209,4.046511628,3.952380952,,4.178082192,
6,8,5,0,9,0,529,4,4,4,5,5,5,3746,113,85,80,,77,,9,10,13,,10,,4.669642857,4.357142857,4.425,,3.909090909,
5,7,7,0,0,3,532,3,4,4,4,4,4,3791,52,72,61,,32,,6,10,6,,4,,4.470588235,4.228571429,4.672131148,,4.838709677,
7,4,7,4,7,1,532,4,3,4,3,3,1,3784,20,55,74,,22,,5,9,8,,4,,4.6,3.854545455,3.876712329,,3.636363636,
3,2,2,0,2,0,532,3,4,3,5,3,4,3787,19,79,83,,42,,7,17,13,,8,,4.631578947,4.772151899,4.50617284,,4.43902439,
7,5,10,5,7,3,533,4,5,5,5,4,4,3788,,64,70,36,,34,,13,10,7,,9,,4.5,4.371428571,3.833333333,,4.294117647
10,5,5,0,2,0,533,5,4,4,5,4,5,3783,,38,67,16,,7,,11,10,3,,4,,4.527777778,4.447761194,5.4375,,5
5,0,10,0,5,0,533,5,5,5,5,5,5,3789,,91,65,29,,20,,12,9,4,,5,,4.21978022,4.230769231,5.24137931,,5.4
1,8,7,7,7,1,550,3,4,4,3,3,4,3837,44,,70,97,92,,10,,11,10,16,,4.595238095,,3.68115942,3.822916667,4.772727273,
0,10,5,0,10,0,550,5,5,3,5,5,5,3835,72,,51,53,88,,9,,7,7,11,,4.382352941,,3.75,4.461538462,3.917647059,
8,9,8,0,10,3,550,4,4,4,5,4,4,3834,68,,87,27,48,,8,,11,8,8,,4.40625,,4.082352941,5.115384615,5.212765957,
0,8,5,7,7,1,551,3,4,2,3,3,3,3840,,64,,52,83,60,,11,,7,11,14,,4.133333333,,4.387755102,4.0875,4.4
6,6,10,4,2,2,551,3,4,5,3,4,3,3841,,93,,123,142,96,,13,,18,15,17,,4.602272727,,4.737704918,4.730496454,4.436170213
8,8,8,2,8,3,551,4,4,4,4,3,4,3838,,84,,87,74,52,,14,,16,14,15,,3.926829268,,4.61627907,4.297297297,3.615384615
6,5,8,0,9,6,554,3,4,4,5,4,3,3882,,27,16,32,,59,,5,3,5,,10,,3.518518519,4.1875,3.35483871,,4.796610169
5,8,9,6,8,1,554,2,4,5,3,4,1,3877,,40,15,38,,55,,11,6,10,,16,,4.95,4.4,4.648648649,,4.833333333
10,10,10,0,0,0,554,5,5,5,1,1,1,3887,,8,10,8,,7,,2,3,3,,2,,4.25,3.4,3.428571429,,3.714285714
3,0,10,0,0,10,555,3,4,4,4,3,3,3881,51,13,,20,51,,6,4,,7,3,,4.653061224,4.461538462,,3.85,5.117647059,
10,10,7,0,9,0,555,5,4,3,5,4,5,3880,24,5,,13,16,,8,2,,3,2,,4.541666667,3.25,,4.769230769,5.6875,
10,10,10,10,5,10,555,5,3,5,1,3,1,3875,103,32,,39,106,,9,3,,7,6,,4.757281553,4.78125,,4.666666667,4.885714286,
5,2,7,1,9,1,556,2,4,4,4,5,4,3874,,21,20,,46,74,,6,5,,8,13,,3.95,3.421052632,,4.413043478,4.405405405
0,9,0,0,9,6,556,5,4,4,4,4,3,3878,,30,28,,62,76,,6,6,,7,10,,3.933333333,4.321428571,,4.278688525,4.065789474
1,7,8,2,5,2,556,4,4,4,4,3,4,3883,,23,14,,72,58,,6,4,,8,11,,3.086956522,3.285714286,,3.819444444,3.732142857
10,10,10,3,5,3,560,5,5,5,2,3,2,3922,,5,12,1,37,,,1,4,1,11,,,3.4,2.916666667,1,4.135135135,
9,9,7,0,8,2,560,5,4,4,1,3,2,3921,,11,17,4,22,,,2,3,3,4,,,4.4,4.0625,4.5,4.363636364,
8,8,5,0,2,0,560,4,4,3,5,4,5,3926,,3,23,2,26,,,2,5,2,5,,,1.333333333,3.826086957,1.5,4.192307692,
5,5,10,0,2,0,561,4,3,5,1,2,1,3924,,46,75,20,106,,,10,17,7,16,,,4.586956522,3.986111111,4.45,3.783018868,
5,8,10,0,3,3,561,3,4,5,4,4,4,3925,,30,77,21,87,,,5,11,4,10,,,4.586206897,4.077922078,3.761904762,4.942528736,
9,10,0,1,10,0,561,4,5,5,5,5,5,3927,,19,46,8,46,,,6,9,3,9,,,5,4.711111111,4.375,4.911111111,
0,0,10,8,5,3,563,5,4,5,5,5,3,3928,111,51,,,45,30,12,8,,,6,8,4.385321101,4.224489796,,,4.066666667,3.642857143
3,5,3,0,5,0,563,4,5,4,5,3,5,3938,166,95,,,116,106,15,14,,,15,11,4.217105263,4.168674699,,,4.574257426,4.736842105
4,8,7,1,6,0,563,4,5,4,5,3,5,3940,113,91,,,40,59,9,6,,,9,8,4.442477876,4.3,,,3.692307692,4.13559322
10,1,3,0,10,7,568,5,5,2,4,5,3,3966,,14,50,25,72,,,3,5,4,7,,,3.285714286,4.229166667,4.916666667,4.763888889,
1,1,10,0,7,0,568,5,5,5,5,4,5,3962,,29,130,26,28,,,6,15,7,3,,,4.206896552,4.5234375,3.807692308,5.142857143,
2,0,4,3,6,0,568,4,5,3,4,3,5,3965,,55,134,58,83,,,8,11,9,12,,,4.277777778,4.340909091,4.696428571,4.7,
10,9,10,0,10,9,569,5,5,5,5,5,1,3979,,55,64,66,8,,,4,8,5,2,,,4.363636364,4.21875,4.575757576,3.75,
2,0,0,5,6,0,569,4,4,4,3,3,5,3977,,125,96,65,27,,,16,14,10,4,,,4.128,4.368421053,4.215384615,3.925925926,
10,7,10,4,8,0,569,2,2,5,3,4,5,3980,,98,88,66,23,,,9,8,5,4,,,4,4.024096386,4.307692308,3.857142857,
3,2,1,6,4,7,572,4,4,4,3,4,4,3989,34,,29,,93,57,10,,6,,11,9,4.176470588,,4.551724138,,4.494623656,3.964285714
1,7,8,6,5,0,572,5,4,4,4,4,5,3990,44,,42,,79,15,10,,9,,17,5,3.727272727,,4.095238095,,4.037974684,4.6
0,4,10,4,5,0,572,4,3,5,5,2,5,3992,40,,12,,124,31,10,,5,,11,8,3.7,,3.833333333,,4.371900826,4.3
2,5,6,2,7,1,575,4,4,4,5,4,4,4014,62,,18,21,39,,8,,5,5,8,,4.327868852,,3.823529412,3.333333333,3.815789474,
5,7,3,0,5,0,575,3,3,3,4,3,4,4008,61,,39,21,61,,7,,5,3,11,,4.35,,3.947368421,4.285714286,4.25,
9,10,9,7,8,0,575,4,5,4,3,3,5,4012,146,,123,30,25,,12,,9,2,3,,4.931506849,,4.162601626,3.7,5.08,
1,0,4,5,7,0,577,4,4,2,3,3,4,4025,83,,101,48,39,,10,,14,9,8,,4.039473684,,3.923076923,4.604651163,4.0625,
10,10,10,0,10,0,577,3,5,5,5,5,5,4049,83,,65,70,22,,9,,13,9,7,,4.192771084,,4.276923077,4.202898551,4.952380952,
3,9,6,7,8,2,577,3,5,3,4,4,4,4051,24,,51,14,17,,6,,9,4,3,,4.5,,4.244897959,4.214285714,3.647058824,
3,5,2,0,5,1,578,2,3,2,4,3,4,4027,6,12,,6,3,,2,5,,2,2,,4.166666667,3.916666667,,3,2.333333333,
10,5,10,5,10,5,578,4,4,4,4,4,4,4029,2,9,,18,7,,2,3,,4,4,,2,3.375,,3.375,3.428571429,
4,7,9,3,8,1,578,3,3,3,3,3,4,4040,3,8,,28,6,,2,3,,4,3,,2,2.625,,3.964285714,3.5,
10,5,10,0,7,0,583,5,5,5,5,5,5,4228,,12,72,14,,1,,5,6,2,,1,,4.75,3.944444444,4.357142857,,4
2,5,5,0,7,0,583,4,3,3,4,3,4,4226,,10,22,19,,1,,3,4,5,,1,,2.875,3.619047619,3.6875,,4
5,3,5,0,0,0,583,4,4,4,5,4,5,4217,,29,70,74,,44,,5,13,14,,3,,4.24137931,4.428571429,4.635135135,,4.534883721
10,7,10,10,10,1,584,5,3,5,5,5,4,4216,54,60,,191,,66,8,11,,17,,7,4.411764706,4.087719298,,4.391534392,,4.446153846
2,7,10,5,5,0,584,4,3,4,3,3,5,4223,48,14,,141,,59,3,4,,14,,7,4.804347826,4.142857143,,4.072992701,,4.571428571
5,10,10,0,5,0,584,3,4,5,5,3,5,4209,37,38,,71,,35,5,7,,9,,5,4.457142857,4.657894737,,4.23880597,,4.242424242
6,6,6,3,7,3,585,3,3,3,2,4,2,4224,16,29,25,,71,,5,6,4,,7,,4,4.384615385,2.954545455,,4.196969697,
7,0,3,3,1,1,585,3,4,3,4,4,2,4222,66,50,87,,55,,7,7,5,,6,,4.696969697,4.34,4.471264368,,4.781818182,
7,2,4,0,1,1,585,4,2,3,1,2,1,4214,78,45,59,,52,,8,7,5,,7,,4.054054054,3.772727273,4.607142857,,4.88,
3,3,7,5,5,4,586,2,2,4,4,3,4,4225,15,48,,23,,36,5,10,,6,,7,3.866666667,4.041666667,,4.260869565,,4.25
10,8,10,5,7,0,586,5,4,5,5,4,5,4210,77,90,,93,,40,6,11,,9,,6,4.25974026,4.844444444,,4.322580645,,4.35
5,3,4,3,8,0,586,3,4,3,5,4,5,4208,95,94,,40,,81,14,15,,8,,10,4.663157895,4.119565217,,4.102564103,,4.50617284
10,9,10,6,7,0,588,5,5,5,5,4,5,4242,81,62,74,,63,,14,10,13,,12,,4.375,5.016129032,4.081081081,,5.571428571,
3,2,6,1,7,1,588,3,4,3,5,4,5,4239,171,132,86,,137,,15,12,19,,15,,4.497076023,4.801526718,4.917647059,,4.242424242,
3,10,10,1,6,1,588,3,4,4,3,3,2,4237,56,28,60,,59,,12,8,9,,12,,4.090909091,4.285714286,3.95,,4.206896552,
10,5,10,7,0,2,589,5,3,4,3,3,4,4276,25,,61,27,,53,8,,7,6,,8,4.454545455,,4.383333333,3.846153846,,4.098039216
2,5,3,0,4,1,589,2,3,2,5,3,3,4280,65,,68,5,,21,5,,9,4,,7,4.030769231,,3.779411765,2,,3
,7,,,,,589,,4,,,,,4262,57,,56,47,,67,8,,10,12,,13,4.054545455,,4.509803922,4.488888889,,3.805970149
5,4,10,5,7,5,590,5,5,5,5,5,3,4281,109,131,43,,,90,7,7,4,,,9,4.917431193,4.236641221,4.534883721,,,3.988888889
7,9,8,8,8,1,590,3,4,3,4,3,4,4263,49,30,24,,,19,4,4,3,,,4,3.918367347,4.033333333,4.666666667,,,4.473684211
4,3,4,2,0,0,590,3,3,3,4,5,5,4289,58,32,7,,,23,6,3,1,,,4,4.452830189,4.344827586,2.833333333,,,3.5
0,0,8,0,5,0,595,4,4,4,4,3,4,4317,36,31,,40,,18,7,5,,5,,3,3.53125,4.482758621,,4.194444444,,4.294117647
3,0,2,6,7,0,595,4,5,1,4,3,5,4306,6,17,,19,,7,3,3,,5,,2,4,3.882352941,,3.888888889,,2.428571429
6,0,4,2,4,0,595,4,4,2,4,3,4,4310,31,19,,8,,4,3,2,,2,,2,3.290322581,3.578947368,,3.375,,4.25
0,3,0,2,7,0,597,5,2,5,4,3,5,4365,36,49,,13,29,,6,6,,4,5,,4.027777778,4.404255319,,3.333333333,3.827586207,
5,5,7,5,5,9,597,4,4,4,4,3,4,4332,28,75,,31,51,,7,6,,6,7,,4.555555556,4.418918919,,4.677419355,3.803921569,
5,1,8,0,9,3,597,3,4,3,4,4,5,4360,60,58,,39,73,,5,6,,8,11,,4.084745763,4.509090909,,3.771428571,4.391304348,
8,4,10,5,7,3,598,3,4,5,4,4,4,4384,34,38,61,,,76,5,5,8,,,8,3.764705882,3.894736842,3.9,,,4.144736842
6,0,4,0,6,0,598,3,4,3,5,3,5,4342,12,39,32,,,23,5,7,9,,,7,3.666666667,4.052631579,4.322580645,,,4.304347826
7,5,8,2,5,3,598,4,3,4,2,3,2,4383,32,23,39,,,34,3,4,7,,,7,3.09375,4,4.794871795,,,4.060606061
1,3,1,7,0,0,599,5,4,5,4,5,5,4348,94,50,,,119,96,11,10,,,13,14,4.333333333,4.645833333,,,4.521367521,4.840425532
10,4,10,0,8,0,599,5,3,5,1,4,1,4376,81,46,,,89,89,8,7,,,9,10,4.525,4.533333333,,,4.471910112,4.606741573
0,3,10,10,10,2,599,4,4,5,5,3,4,4385,164,79,,,147,95,6,8,,,14,8,4.695652174,4.144736842,,,4.262411348,4.911111111
8,3,9,7,5,1,601,4,4,5,3,3,4,4396,,33,,63,19,5,,7,,10,5,2,,4.4,,4.491525424,4.529411765,3.6
9,1,6,8,9,0,601,4,4,3,5,4,4,4361,,13,,11,33,5,,2,,3,7,2,,3.666666667,,4.454545455,4.322580645,3.4
4,9,10,10,10,6,601,3,4,4,2,5,3,4356,,38,,17,15,2,,6,,5,3,2,,4.142857143,,4.125,3.666666667,3
9,7,7,5,7,0,602,4,3,3,4,3,4,4349,,17,41,10,,20,,3,5,3,,6,,4.764705882,4.65,4.111111111,,3.473684211
5,6,10,1,5,1,602,4,3,5,4,3,4,4354,,31,69,27,,41,,6,13,6,,11,,4.5,4.603448276,4.363636364,,4.303030303
3,5,8,4,8,8,602,3,3,4,4,5,5,4339,,31,67,15,,31,,4,7,5,,6,,4.035714286,3.693548387,3.076923077,,4.192307692
8,6,6,2,6,7,610,4,4,4,4,4,5,4460,,72,,90,29,70,,8,,11,8,13,,4.069444444,,4.611111111,3.931034483,4.342857143
6,9,10,0,8,0,610,3,4,5,5,4,4,4483,,41,,73,42,64,,10,,12,8,11,,4.390243902,,4.657534247,3.785714286,4.46875
0,5,10,0,10,0,610,5,3,4,5,5,5,4468,,5,,5,5,20,,4,,2,4,4,,4.4,,4.4,3,3.7
7,8,6,2,7,4,613,3,4,3,4,3,4,4516,55,,56,67,,45,6,,13,13,,9,4.490909091,,4.214285714,3.656716418,,4.066666667
2,8,8,3,4,7,613,4,3,4,3,3,3,4505,51,,81,50,,27,8,,11,7,,5,4.52,,4.209876543,3.94,,4.555555556
6,4,6,7,0,0,613,2,3,3,3,3,4,4491,36,,52,50,,42,4,,7,6,,8,4.083333333,,3.942307692,3.395833333,,4.414634146
10,10,10,10,10,10,617,5,5,5,5,5,5,4566,4,7,19,19,,,2,3,6,4,,,2.5,2.857142857,3.052631579,4.058823529,,
0,3,0,7,8,1,617,5,3,5,3,3,2,4564,116,71,138,141,,,12,12,15,15,,,4.301724138,4.253521127,4.270072993,4.106382979,,
10,6,10,1,4,4,617,5,3,5,5,2,3,4562,80,42,87,66,,,12,13,20,21,,,4.506329114,4.682926829,4.38372093,4.507692308,,
10,10,10,2,6,7,618,5,5,5,5,3,3,4571,,,90,40,55,114,,,11,6,5,13,,,4.071428571,3.897435897,3.698113208,4.223214286
0,2,4,6,7,0,618,5,4,3,4,4,5,4555,,,39,35,26,14,,,3,6,3,6,,,3.694444444,3.90625,4.115384615,5.285714286
7,5,6,2,4,0,618,4,4,3,4,3,5,4574,,,80,21,63,53,,,6,5,5,9,,,4.35443038,4.857142857,3.80952381,4.283018868
5,3,9,8,9,0,619,4,5,4,4,4,5,4563,79,44,19,27,,,11,4,6,4,,,4.050632911,4.090909091,3.578947368,4.076923077,,
0,5,10,0,7,0,619,4,4,5,3,4,5,4576,53,67,13,22,,,9,11,6,8,,,4.134615385,4.384615385,4.076923077,4.6,,
3,9,7,0,8,1,619,5,5,4,3,4,3,4577,26,54,36,21,,,6,6,8,4,,,4.142857143,3.87755102,3.545454545,3.705882353,,
6,5,10,0,8,0,620,3,3,5,1,4,1,4556,75,,50,36,,52,10,,7,10,,9,3.786666667,,4.104166667,3.942857143,,4.096153846
10,5,7,0,5,0,620,4,4,4,4,4,5,4561,70,,36,25,,54,13,,10,9,,14,4.304347826,,4.777777778,4.375,,4.518518519
5,2,5,0,2,3,620,3,3,3,5,4,4,4565,132,,84,55,,98,18,,14,11,,14,3.701754386,,4.154929577,4.083333333,,3.821428571
5,5,6,5,10,0,625,3,3,3,3,4,5,4619,11,,14,,17,24,4,,5,,4,3,3.636363636,,3.428571429,,3.941176471,4
5,6,7,5,7,0,625,2,4,4,4,3,5,4643,15,,15,,8,11,5,,4,,4,8,3.8,,3.933333333,,3.75,5.363636364
5,10,10,5,10,5,625,2,5,5,3,5,3,4631,2,,7,,28,14,2,,5,,6,2,3.5,,2.857142857,,4,3.785714286
10,0,10,7,7,0,626,4,4,4,3,3,4,4632,37,38,39,,,33,6,8,7,,,6,4.457142857,4.416666667,4.657894737,,,4.375
2,6,3,4,5,2,626,4,4,3,4,2,3,4622,77,28,77,,,15,7,5,6,,,5,4.472972973,3.851851852,4.386666667,,,4
0,8,10,5,2,0,626,5,5,5,5,5,5,4629,24,11,33,,,15,4,3,8,,,6,4.333333333,4.181818182,4.545454545,,,4.6
7,8,10,0,7,0,627,4,4,5,5,4,4,4639,60,65,40,17,,,3,6,4,5,,,4.55,4.746031746,5,5.176470588,,
5,10,4,0,5,0,627,3,5,3,5,3,5,4640,30,16,11,10,,,4,3,3,4,,,3.448275862,4,4.111111111,4,,
3,10,10,0,10,10,627,2,5,5,5,5,5,4641,34,10,25,23,,,2,4,7,8,,,3.647058824,3.3,3.48,3.434782609,,
10,8,5,10,0,0,631,5,5,4,5,5,5,4663,42,28,19,52,,,7,5,6,5,,,4.404761905,4.333333333,4.052631579,4.076923077,,
5,6,10,0,8,0,631,3,4,5,4,3,5,4671,49,56,50,32,,,8,10,11,6,,,4.163265306,4.767857143,4.14,4.96875,,
0,0,5,0,0,0,631,5,5,3,5,4,5,4664,56,60,38,42,,,7,9,11,5,,,4.309090909,4.383333333,3.973684211,4.097560976,,
9,5,9,0,5,0,632,4,4,4,4,4,4,4670,21,,32,,50,36,5,,3,,9,7,4.333333333,,4.1875,,4.5,4
9,8,8,8,5,6,632,4,3,4,4,3,4,4662,4,,3,,3,6,3,,2,,2,3,3.5,,3.666666667,,2.333333333,2.2
8,3,7,8,7,3,632,4,4,2,3,3,3,4666,14,,20,,45,46,4,,3,,5,5,3.357142857,,3.65,,4.386363636,5.422222222
5,10,9,2,3,1,633,3,5,4,4,4,5,4665,59,82,38,15,,,10,13,11,5,,,4.310344828,3.963414634,3.684210526,3.666666667,,
5,10,10,0,4,0,633,4,5,4,5,3,5,4667,46,48,29,29,,,9,9,8,8,,,4.222222222,4.645833333,4.206896552,4,,
0,10,7,0,4,2,633,5,5,4,5,3,4,4668,20,43,19,25,,,6,11,7,7,,,3.421052632,4.214285714,3.421052632,3.833333333,,
7,8,9,10,1,10,634,3,4,2,4,4,3,4675,,55,74,77,,91,,13,17,14,,17,,3.709090909,4.01369863,4.038961039,,4.417582418
9,9,10,1,3,2,634,5,4,5,5,4,5,4672,,43,76,30,,75,,8,12,8,,20,,4.119047619,3.28,3.833333333,,4.648648649
2,2,7,1,7,0,634,4,4,4,5,4,5,4661,,71,61,65,,81,,14,13,16,,20,,4.676056338,4.694915254,4.140625,,4.962025316
8,8,7,0,4,1,635,4,4,3,5,3,4,4678,56,156,,,102,78,2,8,,,4,5,5.071428571,5.128205128,,,4.598039216,5.08974359
7,7,10,4,8,8,635,4,4,5,2,4,4,4677,23,27,,,32,55,3,2,,,6,6,3.909090909,4.36,,,4.333333333,5.038461538
5,5,9,10,10,6,635,3,3,4,5,4,3,4683,41,51,,,38,32,1,7,,,6,4,4.609756098,4.803921569,,,5.421052632,6.193548387
10,2,9,9,1,1,637,5,3,3,3,5,4,4706,31,,19,,65,104,10,,7,,10,14,4.032258065,,3.631578947,,4.584615385,4.096153846
10,10,10,0,10,5,637,5,5,5,5,5,4,4690,22,,28,,72,60,7,,7,,5,6,4.272727273,,3.961538462,,4.420289855,4.366666667
10,4,8,3,9,0,637,5,3,3,4,4,4,4701,49,,63,,133,166,12,,9,,17,16,4.387755102,,3.714285714,,4.308270677,4.144578313
8,0,10,8,8,5,638,5,5,5,5,4,4,4700,68,76,58,,55,,7,6,10,,12,,4.23880597,4.68,4.517241379,,4.648148148,
0,8,10,0,8,0,638,4,4,5,4,4,5,4698,32,9,35,,40,,6,4,7,,7,,4.4375,4.444444444,4.352941176,,4.567567568,
8,6,10,9,6,0,638,4,3,5,5,4,5,4702,40,32,41,,46,,7,7,9,,12,,5.384615385,3.9375,4.87804878,,4.543478261,
7,4,10,0,6,0,642,3,4,5,5,3,5,4735,,73,26,11,42,,,5,4,3,3,,,4.536231884,5.2,6,4.12195122,
0,6,9,3,5,7,642,4,2,4,4,3,3,4741,,17,4,2,11,,,5,1,2,3,,,4.176470588,4.5,2,4.090909091,
7,7,10,0,8,6,642,3,4,5,5,3,2,4740,,59,24,10,27,,,7,6,3,4,,,4.389830508,4.541666667,4.3,4,
7,8,5,2,7,7,644,4,4,3,5,4,4,4783,26,5,15,,,5,6,3,3,,,2,3.72,3.5,4.666666667,,,2.6
0,8,6,1,6,4,644,5,4,2,5,3,5,4744,7,59,25,,,17,3,7,7,,,5,3.428571429,4.321428571,4.041666667,,,4.9375
0,5,1,4,2,0,644,5,4,5,4,3,5,4789,38,50,61,,,16,8,6,11,,,8,4.756756757,4.42,4.540983607,,,4.1875
0,1,10,0,1,0,645,4,4,5,5,4,5,4775,,,31,23,25,62,,,10,11,5,9,,,4.290322581,4.217391304,5.16,4.451612903
1,3,6,2,2,2,645,1,3,4,2,3,2,4792,,,54,28,31,,,,8,7,5,,,,4.481481481,4.444444444,4.566666667,
8,6,10,4,8,10,645,3,3,4,3,4,4,4803,,,48,58,92,70,,,9,11,6,10,,,4.673913043,4.155172414,4.736263736,4.447761194
0,1,0,8,10,5,646,5,5,5,5,5,5,4813,20,,,148,72,106,7,,,14,15,14,5.55,,,4.780821918,4.985915493,4.688679245
0,3,2,3,8,0,646,4,3,3,4,3,4,4814,47,,,125,106,57,12,,,16,18,10,4.191489362,,,4.596774194,4.392156863,4.526315789
8,6,10,0,10,10,646,5,3,4,1,5,4,4816,26,,,58,29,32,5,,,7,9,8,3.692307692,,,4.24137931,4.285714286,3.870967742
8,5,8,8,5,0,650,5,5,5,5,5,5,4857,64,68,,99,29,,13,15,,16,9,,4.53968254,3.852941176,,3.948979592,4.793103448,
